t,n,n_female,n_male,n_accepted,n_failed_match,n_sterile,n_eggs,n_viable,mean_pairwise_phi,heterozygosity_qtl,F,cluster_count,matriline_count,n_extinct_clusters,Ne_hat,n_eval_hook,viability,fertility,courtship,locomotion
49,1000,494,506,380,144,0,2836,2174,0.04574368118118118,0.6025,0.39749999999999996,68,17,0,432.2059263693505,8,0.7693050212691931,0.9612239387639547,0.6826922491824249,0.9130944900932434
50,1000,508,492,377,117,0,2825,2203,0.04688066191191191,0.630875,0.36912500000000004,58,17,0,422.7689433825323,8,0.7820077566757627,0.9639713076243389,0.6869124184054878,0.9163618862195443
51,1000,521,479,383,125,0,2891,2212,0.04918440315315315,0.634625,0.365375,58,17,0,427.6859202934256,8,0.7666135002896128,0.961022156126726,0.6889375703480296,0.9133720065664915
52,1000,508,492,385,136,0,2892,2270,0.04996355730730731,0.64325,0.35675,52,17,0,452.7820628350619,8,0.7852881752293085,0.9636224653547929,0.6877730487245093,0.9146035015149762
53,1000,508,492,395,113,0,2972,2325,0.05114539539539539,0.6515625,0.34843749999999996,59,16,0,451.33716137057235,8,0.7826246931847181,0.9629113148131222,0.6831748637145103,0.9164801441638556
54,1000,503,497,370,138,0,2783,2164,0.05155812062062062,0.65475,0.34524999999999995,63,16,0,426.93195284725255,8,0.7795972374914407,0.9629677231638047,0.6853448294070382,0.9168147286306012
55,1000,516,484,385,118,0,2890,2272,0.05122278528528529,0.611625,0.388375,68,16,0,435.3732505030033,8,0.7826652021703764,0.9615213436883474,0.6775232392600959,0.9153640963066585
56,1000,503,497,384,132,0,2888,2263,0.05169826076076076,0.60925,0.39075000000000004,54,16,0,437.3991457047935,8,0.7810711197355491,0.9631901162440697,0.679792927997061,0.9148353942221222
57,1000,521,479,368,135,0,2778,2112,0.05356296921921922,0.5995625,0.4004375,65,16,1,427.7555971092131,8,0.7663842602660143,0.9581243798999497,0.6753119407032195,0.9094623050956209
58,1000,499,501,382,139,0,2838,2228,0.054433746246246244,0.60425,0.39575000000000005,55,16,0,439.53541608935046,8,0.7804821663533715,0.965061773730108,0.6696101701370676,0.9149485544673825
59,1000,513,487,377,122,0,2845,2183,0.05623473473473473,0.6086875,0.39131249999999995,56,16,0,405.9262855755637,8,0.775720142150414,0.9585060391936403,0.6642605180262854,0.907202570998204
60,1000,521,479,381,132,0,2841,2187,0.056572447447447445,0.618875,0.38112500000000005,56,16,0,435.09837303823423,8,0.7714413719588681,0.9634734115815947,0.6534699808086671,0.9099076331127647
61,1000,495,505,373,148,0,2811,2156,0.05656196821821822,0.606625,0.39337500000000003,72,16,0,432.95699962034695,8,0.768447555234643,0.9562758393923919,0.6566262535732308,0.8988968342446969
62,1000,476,524,376,119,0,2784,2098,0.05790872122122122,0.5761875,0.42381250000000004,62,16,0,432.5753310650381,8,0.7557335663797712,0.9575929193222519,0.6455751406061043,0.8986694416315625
63,1000,486,514,385,91,0,2853,2154,0.05943659284284284,0.5576875,0.4423125,52,16,0,432.439134684113,8,0.7519496404954714,0.9567739605548924,0.6436286065277743,0.8953940646123444
64,1000,483,517,371,115,0,2754,2084,0.060498185685685685,0.5688125,0.43118749999999995,59,16,0,420.97327187812544,8,0.7583759883430957,0.959812059435722,0.6386864306547482,0.8968768617326537
65,1000,478,522,383,100,0,2873,2179,0.061999624624624626,0.59225,0.40774999999999995,58,16,0,435.96198197769803,8,0.7627436445492669,0.9596941621007274,0.6471383067421093,0.8997522706239095
66,1000,504,496,375,103,0,2814,2147,0.06323185685685685,0.5794375,0.42056249999999995,73,16,0,446.07454401268836,8,0.7580696241495302,0.9601281470036697,0.6474040581139745,0.8985249119450082
67,1000,524,476,370,134,0,2756,2113,0.06333483483483483,0.5710625,0.42893749999999997,53,15,1,415.4275656976391,8,0.7589558138753346,0.9644045322342326,0.6420237541878909,0.9050758922470821
68,1000,498,502,379,145,0,2854,2176,0.06486286286286286,0.573875,0.426125,69,15,0,421.70206269706597,8,0.7584249004713002,0.9643903115231007,0.6423408531686252,0.9059834315842636
69,1000,509,491,391,107,0,2966,2223,0.06608311436436437,0.5319375,0.46806250000000005,62,15,0,446.23108244187915,8,0.7517913443044059,0.9602726870908314,0.6462404561658913,0.9008152892017794
70,1000,527,473,380,129,0,2847,2177,0.06711427052052052,0.5439375,0.45606250000000004,59,15,0,426.38634618791707,8,0.756161110286056,0.9626123728471045,0.6339523609093204,0.9055276685551075
71,1000,524,476,386,141,0,2908,2182,0.06688729354354354,0.5245,0.47550000000000003,59,15,0,431.4472693577344,8,0.7588553558732503,0.9584215539299203,0.6318075779057861,0.9017392944562185
72,1000,520,480,379,145,0,2821,2175,0.068310497997998,0.5453125,0.4546875,64,14,0,430.3205512282804,8,0.7690249245383789,0.9663911526658772,0.621258605809938,0.9074739970540467
73,1000,519,481,366,154,0,2767,2076,0.06957864114114114,0.5409375,0.45906250000000004,55,14,0,414.55247668150054,8,0.7558046532306693,0.9592958531458564,0.636326188732208,0.9032419107739602
74,1000,498,502,385,134,0,2890,2191,0.06943897022022022,0.5460625,0.4539375,49,14,0,428.11137105392373,8,0.7498001638058962,0.961017992456083,0.6221957849478661,0.9034631708525467
75,1000,523,477,381,117,0,2848,2157,0.07089470720720721,0.5480625,0.4519375,50,13,0,426.8123079637171,8,0.7566956947082132,0.9589161266090558,0.6234329786466243,0.9009827072262581
76,1000,533,467,390,133,0,2907,2170,0.07216388263263264,0.5586875,0.4413125,58,13,0,442.20258169554603,8,0.7612877548538888,0.9622126823780077,0.6265555427448133,0.9053800089797274
77,1000,494,506,373,160,0,2803,2124,0.07446831206206206,0.55875,0.44125000000000003,62,12,1,406.08919257341506,8,0.7586311997204709,0.965547286979489,0.6294384556146706,0.9077229070015984
78,1000,511,489,377,117,0,2861,2175,0.07699227352352353,0.5301875,0.46981249999999997,57,11,0,441.069771627715,8,0.7514072781575898,0.9636482632187708,0.6402059948800352,0.9048523166871526
79,1000,487,513,372,139,0,2828,2177,0.07604551426426426,0.5310625,0.4689375,55,11,0,429.1083189660518,8,0.7595357575286533,0.9654957566686231,0.6228957003808697,0.9048544699037936
80,1000,486,514,379,108,0,2866,2150,0.07828200075075076,0.525875,0.474125,56,10,0,427.89138950535454,8,0.7615548748420516,0.9663392325353243,0.6235633951281506,0.9062372604575376
